source,c0,p0,p1x,p1y,p1z,p2,p3,p4,p5,p6,p7,p8,p9,mpi_ranks,threads_per_node,ranks_per_node
sample,cufft,float,512,512,1024,-reorder, ,-p2p,-pencils, ,4 32 1,8 1 16,16,128,64,4
sample,cufft,float,512,512,1024,-reorder,-a2a, ,-pencils, ,1 2 64,8 4 4,13,128,64,4
sample,cufft,double,512,512,1024,-reorder, ,-p2p,-pencils, ,128 1 1,64 1 2,15,128,64,4
sample,cufft,float,512,512,1024,-reorder, ,-p2p_pl,-pencils, ,2 1 64,16 4 2,16,128,64,4
sample,cufft,float,512,512,1024,-reorder,-a2a,-p2p,-pencils,-r2c_dir 1,16 8 1,1 2 64,13,128,64,4
sample,cufft,float,512,512,1024,-reorder,-a2av, ,-pencils, ,4 4 8,1 64 2,8,128,64,4
sample,cufft,float,512,512,1024,-reorder,-a2av,-p2p,-pencils, ,1 16 8,4 2 16,13,128,64,4
sample,cufft,float,512,512,1024,-reorder, , , , ,32 2 2,1 16 8,15,128,64,4
sample,cufft,float,512,512,1024,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 0,64 1 2,2 64 1,3,128,64,4
sample,cufft,float,512,512,1024, ,-a2a, , , ,8 4 4,8 16 1,16,128,64,4
sample,cufft,float,512,512,1024,-reorder,-a2av,-p2p,-pencils,-r2c_dir 1,32 1 4,2 4 16,16,128,64,4
sample,cufft,float,512,512,1024,-reorder, , ,-slabs, ,4 1 32,1 8 16,15,128,64,4
sample,cufft,float,512,512,1024,-reorder, ,-p2p,-pencils, ,1 8 16,8 1 16,15,128,64,4
sample,cufft,float,512,512,1024,-no-reorder,-a2av,-p2p,-pencils, ,128 1 1,32 2 2,10,128,64,4
sample,cufft,double,512,512,1024,-reorder, , ,-pencils, ,1 32 4,2 32 2,16,128,64,4
sample,cufft,float,512,512,1024,-reorder,-a2a,-p2p,-pencils,-r2c_dir 1,8 16 1,2 64 1,16,128,64,4
sample,cufft,float,512,512,1024,-no-reorder, ,-p2p, , ,1 4 32,1 16 8,14,128,64,4
sample,cufft,float,512,512,1024,-reorder,-a2av,-p2p, ,-r2c_dir 0,4 4 8,1 16 8,12,128,64,4
sample,cufft,float,512,512,1024,-reorder,-a2a,-p2p_pl,-pencils, ,4 4 8,32 2 2,16,128,64,4
sample,cufft,float,512,512,1024,-reorder, , ,-pencils,-r2c_dir 1,32 4 1,1 2 64,16,128,64,4
sample,cufft,float,512,512,1024,-reorder, ,-p2p_pl,-pencils, ,32 1 4,64 1 2,15,128,64,4
sample,cufft,float,512,512,1024,-reorder,-a2a,-p2p,-pencils, ,4 1 32,1 64 2,15,128,64,4
sample,cufft,double,512,512,1024,-reorder, ,-p2p,-pencils, ,4 1 32,16 1 8,16,128,64,4
sample,cufft,float,512,512,1024,-reorder, ,-p2p_pl,-pencils, ,2 2 32,16 8 1,14,128,64,4
sample,cufft,float,512,512,1024,-reorder, ,-p2p, , ,4 4 8,4 16 2,16,128,64,4
sample,cufft,float,512,512,1024,-reorder,-a2a,-p2p,-pencils, ,1 16 8,64 1 2,16,128,64,4
sample,cufft,float,512,512,1024,-reorder, ,-p2p_pl,-pencils, ,4 16 2,64 2 1,13,128,64,4
sample,cufft,float,512,512,1024,-reorder, , ,-pencils, ,32 4 1,16 4 2,14,128,64,4
sample,cufft,float,512,512,1024,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,32 1 4,8 1 16,16,128,64,4
sample,cufft,float,512,512,1024,-reorder,-a2a,-p2p,-pencils, ,4 1 32,16 8 1,13,128,64,4
sample,cufft,float,512,512,1024,-reorder, ,-p2p_pl,-pencils,-r2c_dir 0,1 8 16,32 2 2,16,128,64,4
sample,cufft,float,512,512,1024,-reorder,-a2a,-p2p_pl,-pencils, ,8 4 4,8 1 16,8,128,64,4
sample,cufft,float,512,512,1024,-reorder,-a2a, ,-pencils, ,8 4 4,2 64 1,15,128,64,4
sample,cufft,float,512,512,1024,-no-reorder, , ,-pencils, ,128 1 1,4 8 4,10,128,64,4
sample,cufft,double,512,512,1024,-reorder,-a2a,-p2p_pl,-pencils, ,1 1 128,2 32 2,16,128,64,4
sample,cufft,float,512,512,1024,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 0,128 1 1,16 8 1,16,128,64,4
sample,cufft,float,512,512,1024,-reorder, , ,-pencils, ,1 32 4,16 1 8,16,128,64,4
sample,cufft,double,512,512,1024,-reorder,-a2a, ,-pencils,-r2c_dir 0,4 32 1,64 1 2,14,128,64,4
sample,cufft,float,512,512,1024,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,1 32 4,2 64 1,15,128,64,4
sample,cufft,float,512,512,1024,-reorder, ,-p2p,-pencils, ,1 16 8,1 2 64,16,128,64,4
sample,cufft,float,512,512,1024,-reorder,-a2av,-p2p,-pencils,-r2c_dir 1,4 4 8,2 32 2,7,128,64,4
sample,cufft,float,512,512,1024,-reorder, ,-p2p,-pencils, ,4 16 2,16 1 8,15,128,64,4
sample,cufft,float,512,512,1024,-reorder,-a2a,-p2p_pl,-slabs, ,4 2 16,2 64 1,16,128,64,4
sample,cufft,float,512,512,1024,-no-reorder,-a2av, ,-pencils, ,4 4 8,16 4 2,13,128,64,4
sample,cufft,float,512,512,1024,-reorder,-a2av,-p2p,-slabs, ,1 32 4,64 1 2,16,128,64,4
sample,cufft,float,512,512,1024,-reorder, , ,-pencils, ,32 1 4,4 16 2,13,128,64,4
sample,cufft,float,512,512,1024,-reorder,-a2av,-p2p_pl,-pencils, ,2 1 64,2 8 8,14,128,64,4
sample,cufft,float,512,512,1024,-reorder,-a2av,-p2p,-pencils,-r2c_dir 1,1 32 4,1 16 8,11,128,64,4
sample,cufft,float,512,512,1024,-reorder,-a2av,-p2p_pl,-pencils, ,4 4 8,32 2 2,16,128,64,4
sample,cufft,float,512,512,1024,-reorder,-a2a, ,-pencils, ,1 16 8,16 4 2,12,128,64,4
sample,cufft,float,512,512,1024,-reorder,-a2av,-p2p,-pencils, ,4 1 32,64 1 2,16,128,64,4
sample,cufft,float,512,512,1024,-reorder,-a2a, ,-pencils, ,4 4 8,1 8 16,16,128,64,4
sample,cufft,float,512,512,1024,-reorder, , ,-pencils, ,1 32 4,8 1 16,14,128,64,4
sample,cufft,float,512,512,1024,-reorder,-a2av,-p2p_pl,-pencils, ,4 32 1,16 4 2,11,128,64,4
sample,cufft,float,512,512,1024,-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,4 32 1,8 16 1,15,128,64,4
sample,cufft,double,512,512,1024,-reorder,-a2a,-p2p,-pencils, ,1 4 32,4 16 2,13,128,64,4
sample,cufft,float,512,512,1024,-reorder,-a2av,-p2p,-pencils,-r2c_dir 1,1 128 1,32 2 2,11,128,64,4
sample,cufft,float,512,512,1024,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 0,1 4 32,8 16 1,15,128,64,4
sample,cufft,float,512,512,1024,-reorder, ,-p2p,-pencils, ,1 32 4,16 1 8,14,128,64,4
sample,cufft,float,512,512,1024,-no-reorder,-a2av,-p2p,-slabs, ,16 4 2,2 2 32,16,128,64,4
sample,cufft,float,512,512,1024,-reorder, ,-p2p_pl, , ,1 4 32,1 16 8,13,128,64,4
sample,cufft,float,512,512,1024,-reorder,-a2a, ,-pencils, ,4 4 8,64 1 2,14,128,64,4
sample,cufft,float,512,512,1024,-reorder,-a2av, ,-pencils,-r2c_dir 1,32 1 4,32 2 2,13,128,64,4
sample,cufft,float,512,512,1024,-reorder, ,-p2p_pl,-pencils, ,8 4 4,8 2 8,16,128,64,4
sample,cufft,double,512,512,1024,-reorder,-a2a, ,-pencils,-r2c_dir 1,1 2 64,16 1 8,15,128,64,4
sample,cufft,float,512,512,1024,-reorder,-a2a,-p2p_pl,-pencils, ,4 1 32,2 64 1,13,128,64,4
sample,cufft,float,512,512,1024,-reorder,-a2av, ,-pencils,-r2c_dir 1,1 1 128,1 64 2,14,128,64,4
sample,cufft,float,512,512,1024,-reorder,-a2a,-p2p_pl,-slabs,-r2c_dir 1,1 16 8,8 4 4,16,128,64,4
sample,cufft,float,512,512,1024,-reorder,-a2av,-p2p,-pencils, ,1 128 1,4 8 4,14,128,64,4
sample,cufft,float,512,512,1024,-reorder, ,-p2p,-pencils, ,1 1 128,1 64 2,14,128,64,4
sample,cufft,float,512,512,1024,-reorder,-a2av,-p2p_pl,-pencils, ,1 8 16,1 8 16,15,128,64,4
sample,cufft,double,512,512,1024,-no-reorder,-a2a,-p2p,-pencils, ,8 4 4,8 1 16,9,128,64,4
