source,c0,p0,p1x,p1y,p1z,p2,p3,p4,p5,p6,p7,p8,p9,mpi_ranks,threads_per_node,ranks_per_node
sample,cufft,float,512,512,512,-no-reorder,-a2av, ,-pencils,-r2c_dir 2,1 4 16,2 1 32,4,64,64,4
sample,cufft,float,512,512,512, , ,-p2p, ,-r2c_dir 0,4 4 4,8 1 8,14,64,64,4
sample,cufft,double,512,512,512,-no-reorder,-a2a,-p2p,-pencils,-r2c_dir 0,16 1 4,8 1 8,6,64,64,4
sample,cufft,float,512,512,512,-reorder, ,-p2p_pl,-pencils,-r2c_dir 0,1 16 4,1 4 16,7,64,64,4
sample,cufft,float,512,512,512, ,-a2av, ,-pencils,-r2c_dir 1,4 2 8,1 32 2,7,64,64,4
sample,cufft,float,512,512,512,-no-reorder,-a2av,-p2p_pl, ,-r2c_dir 0,4 16 1,8 4 2,10,64,64,4
sample,cufft,double,512,512,512, ,-a2av,-p2p,-pencils,-r2c_dir 1,16 4 1,1 64 1,14,64,64,4
sample,cufft,float,512,512,512, , ,-p2p_pl, ,-r2c_dir 1,8 8 1,2 1 32,4,64,64,4
sample,cufft,double,512,512,512, ,-a2a, , ,-r2c_dir 2,4 1 16,8 1 8,4,64,64,4
sample,cufft,double,512,512,512, , , , , ,4 4 4,8 1 8,6,64,64,4
sample,cufft,float,512,512,512, , ,-p2p_pl, ,-r2c_dir 1,16 1 4,2 1 32,4,64,64,4
sample,cufft,float,512,512,512,-reorder,-a2av, ,-pencils,-r2c_dir 0,4 1 16,8 4 2,9,64,64,4
sample,cufft,float,512,512,512, , ,-p2p_pl, ,-r2c_dir 1,1 64 1,1 8 8,5,64,64,4
sample,cufft,float,512,512,512,-no-reorder,-a2a,-p2p_pl, , ,4 16 1,1 8 8,15,64,64,4
sample,cufft,float,512,512,512,-no-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 1,4 16 1,4 16 1,11,64,64,4
sample,cufft,float,512,512,512, ,-a2av,-p2p_pl, ,-r2c_dir 0,16 1 4,16 2 2,8,64,64,4
sample,cufft,float,512,512,512, , ,-p2p, ,-r2c_dir 0,4 16 1,16 1 4,7,64,64,4
sample,cufft,double,512,512,512,-no-reorder,-a2a,-p2p_pl, ,-r2c_dir 2,8 4 2,1 1 64,7,64,64,4
sample,cufft,float,512,512,512,-reorder,-a2a, ,-slabs,-r2c_dir 1,1 4 16,16 4 1,4,64,64,4
sample,cufft,float,512,512,512,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 0,16 4 1,8 1 8,10,64,64,4
sample,cufft,double,512,512,512,-reorder,-a2a,-p2p_pl, ,-r2c_dir 0,64 1 1,64 1 1,4,64,64,4
sample,cufft,float,512,512,512, , ,-p2p,-pencils,-r2c_dir 0,16 1 4,2 16 2,7,64,64,4
sample,cufft,float,512,512,512,-no-reorder, ,-p2p_pl, , ,8 4 2,8 4 2,6,64,64,4
sample,cufft,float,512,512,512,-reorder,-a2av,-p2p,-slabs,-r2c_dir 0,16 4 1,1 8 8,8,64,64,4
sample,cufft,float,512,512,512, ,-a2a,-p2p_pl,-slabs,-r2c_dir 2,64 1 1,4 8 2,4,64,64,4
sample,cufft,double,512,512,512,-no-reorder,-a2a,-p2p, ,-r2c_dir 0,1 16 4,1 32 2,4,64,64,4
sample,cufft,float,512,512,512,-no-reorder,-a2a,-p2p,-pencils,-r2c_dir 1,16 4 1,32 1 2,16,64,64,4
sample,cufft,float,512,512,512,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,1 16 4,4 2 8,9,64,64,4
sample,cufft,float,512,512,512, ,-a2a,-p2p,-pencils,-r2c_dir 1,1 1 64,32 1 2,10,64,64,4
sample,cufft,float,512,512,512,-reorder,-a2a,-p2p, ,-r2c_dir 1,4 16 1,16 2 2,10,64,64,4
